id,棟別,樓層,站點,搬運超過未啟動時間,搬運未啟動台數,搬運輸出內文,烘烤超時,烘烤超時台數,烘烤超時內文,created_at
76827,K11,8F,3910,40分鐘,1,3910-823: 42分</br>,0,0,N/A,2026-03-15 03:11:44
76828,K11,8F,4507,40分鐘,1,4507-804: 40分</br>,0,0,N/A,2026-03-15 03:11:44
76830,K11,5F,3390,40分鐘,1,3390-K06: 51分</br>,40分鐘,0,N/A,2026-03-15 03:41:43
76839,K11,8F,3910,40分鐘,1,3910-823: 62分</br>,0,0,N/A,2026-03-15 03:41:43
76842,K11,5F,3390,40分鐘,2,3390-K06: 81分</br>3390-T01: 42分</br>,40分鐘,0,N/A,2026-03-15 04:11:45
76854,K11,5F,3390,40分鐘,2,3390-K06: 76分</br>3390-T01: 72分</br>,40分鐘,0,N/A,2026-03-15 04:41:46
76878,K11,5F,3390,40分鐘,6,3390-405: 73分</br>3390-409: 71分</br>3390-411: 41分</br>3390-K03: 86分</br>3390-K06: 82分</br>3390-T02: 75分</br>,40分鐘,0,N/A,2026-03-15 05:41:43
76881,K11,8F,3670,45分鐘,1,3670-828: 46分</br>,45分鐘,1,3670-811: 76分</br>,2026-03-15 05:41:43
76884,K21,8F,3190,60分鐘,1,3190-A01: 260分</br>,60分鐘,1,3190-A04: 450分</br>,2026-03-15 05:41:43
76887,K11,8F,3910,40分鐘,2,3910-824: 61分</br>3910-823: 53分</br>,0,0,N/A,2026-03-15 05:41:43
76893,K11,8F,3670,45分鐘,1,3670-811: 76分</br>,45分鐘,1,3670-809: 61分</br>,2026-03-15 06:11:44
76926,K11,5F,3390,40分鐘,1,3390-K06: 44分</br>,40分鐘,0,N/A,2026-03-15 07:41:43
76928,K11,8F,3260,60分鐘,1,3260-A13: 77分</br>,5.5H,0,N/A,2026-03-15 07:41:43
76935,K11,8F,3910,40分鐘,4,3910-805: 48分</br>3910-818: 47分</br>3910-819: 46分</br>3910-824: 46分</br>,0,0,N/A,2026-03-15 07:41:43
76936,K11,8F,4507,40分鐘,1,4507-805: 48分</br>,0,0,N/A,2026-03-15 07:41:43
76940,K11,8F,3260,60分鐘,2,3260-A02: 62分</br>3260-A09: 63分</br>,5.5H,0,N/A,2026-03-15 08:11:44
76952,K11,8F,3260,60分鐘,3,3260-A02: 92分</br>3260-A09: 93分</br>3260-A17: 81分</br>,5.5H,0,N/A,2026-03-15 08:41:44
76959,K11,8F,3910,40分鐘,9,3910-805: 61分</br>3910-807: 61分</br>3910-808: 61分</br>3910-809: 61分</br>3910-813: 61分</br>3910-816: 61分</br>3910-819: 61分</br>3910-820: 61分</br>3910-824: 61分</br>,0,0,N/A,2026-03-15 08:41:44
76960,K11,8F,4507,40分鐘,2,4507-805: 59分</br>4507-804: 57分</br>,0,0,N/A,2026-03-15 08:41:44
76964,K11,8F,3260,60分鐘,1,3260-A21: 66分</br>,5.5H,1,3260-A04: 355分</br>,2026-03-15 09:11:47
76971,K11,8F,3910,40分鐘,5,3910-814: 64分</br>3910-818: 63分</br>3910-817: 61分</br>3910-804: 58分</br>3910-811: 48分</br>,0,0,N/A,2026-03-15 09:11:47
76972,K11,8F,4507,40分鐘,5,4507-805: 65分</br>4507-801: 55分</br>4507-802: 55分</br>4507-806: 53分</br>4507-803: 41分</br>,0,0,N/A,2026-03-15 09:11:47
76976,K11,8F,3260,60分鐘,1,3260-A21: 66分</br>,5.5H,1,3260-A04: 355分</br>,2026-03-15 09:34:55
76983,K11,8F,3910,40分鐘,2,3910-814: 43分</br>3910-824: 40分</br>,0,0,N/A,2026-03-15 09:34:55
76984,K11,8F,4507,40分鐘,3,4507-804: 49分</br>4507-801: 47分</br>4507-805: 42分</br>,0,0,N/A,2026-03-15 09:34:55
77007,K11,8F,3910,40分鐘,10,3910-808: 84分</br>3910-803: 70分</br>3910-807: 64分</br>3910-811: 64分</br>3910-824: 59分</br>3910-823: 57分</br>3910-815: 49分</br>3910-817: 47分</br>3910-805: 45分</br>3910-816: 40分</br>,0,0,N/A,2026-03-15 10:41:46
77008,K11,8F,4507,40分鐘,1,4507-802: 69分</br>,0,0,N/A,2026-03-15 10:41:46
77012,K11,8F,3260,60分鐘,1,3260-A08: 71分</br>,5.5H,0,N/A,2026-03-15 11:11:45
77019,K11,8F,3910,40分鐘,6,3910-808: 114分</br>3910-804: 48分</br>3910-810: 48分</br>3910-807: 47分</br>3910-818: 43分</br>3910-819: 43分</br>,0,0,N/A,2026-03-15 11:11:45
77020,K11,8F,4507,40分鐘,2,4507-802: 52分</br>4507-806: 44分</br>,0,0,N/A,2026-03-15 11:11:45
77024,K11,8F,3260,60分鐘,1,3260-A08: 101分</br>,5.5H,0,N/A,2026-03-15 11:41:47
77036,K11,8F,3260,60分鐘,1,3260-A11: 90分</br>,5.5H,1,3260-A03: 337分</br>,2026-03-15 12:11:48
77043,K11,8F,3910,40分鐘,6,3910-823: 58分</br>3910-812: 46分</br>3910-810: 43分</br>3910-820: 43分</br>3910-805: 41分</br>3910-814: 41分</br>,0,0,N/A,2026-03-15 12:11:48
77044,K11,8F,4507,40分鐘,4,4507-806: 47分</br>4507-801: 45分</br>4507-804: 45分</br>4507-802: 44分</br>,0,0,N/A,2026-03-15 12:11:48
77048,K11,8F,3260,60分鐘,2,3260-A07: 90分</br>3260-A11: 120分</br>,5.5H,2,3260-A02: 332分</br>3260-A09: 333分</br>,2026-03-15 12:41:48
77055,K11,8F,3910,40分鐘,2,3910-803: 41分</br>3910-825: 41分</br>,0,0,N/A,2026-03-15 12:41:48
77060,K11,8F,3260,60分鐘,1,3260-A11: 150分</br>,5.5H,0,N/A,2026-03-15 13:11:44
77115,K11,8F,3910,40分鐘,2,3910-804: 42分</br>3910-819: 40分</br>,0,0,N/A,2026-03-15 15:11:44
77127,K11,8F,3910,40分鐘,2,3910-813: 40分</br>3910-825: 40分</br>,0,0,N/A,2026-03-15 15:41:43
77130,K11,5F,3390,40分鐘,1,3390-405: 48分</br>,40分鐘,0,N/A,2026-03-15 16:11:46
77151,K11,8F,3910,40分鐘,1,3910-823: 42分</br>,0,0,N/A,2026-03-15 16:41:46
77154,K11,5F,3390,40分鐘,1,3390-K06: 44分</br>,40分鐘,0,N/A,2026-03-15 17:11:45
77163,K11,8F,3910,40分鐘,2,3910-820: 63分</br>3910-823: 62分</br>,0,0,N/A,2026-03-15 17:11:45
77166,K11,5F,3390,40分鐘,5,3390-405: 51分</br>3390-411: 50分</br>3390-K03: 43分</br>3390-K06: 74分</br>3390-T02: 64分</br>,40分鐘,0,N/A,2026-03-15 17:41:43
77174,K25,8F,3260,60分鐘,2,3260-B01: 74分</br>3260-B09: 74分</br>,60分鐘,0,N/A,2026-03-15 17:41:43
77175,K11,8F,3910,40分鐘,4,3910-820: 93分</br>3910-823: 91分</br>3910-815: 46分</br>3910-808: 41分</br>,0,0,N/A,2026-03-15 17:41:43
77178,K11,5F,3390,40分鐘,5,3390-405: 51分</br>3390-411: 50分</br>3390-K03: 43分</br>3390-K06: 74分</br>3390-T02: 64分</br>,40分鐘,0,N/A,2026-03-15 18:02:53
77186,K25,8F,3260,60分鐘,2,3260-B01: 74分</br>3260-B09: 74分</br>,60分鐘,0,N/A,2026-03-15 18:02:53
77187,K11,8F,3910,40分鐘,8,3910-820: 114分</br>3910-823: 113分</br>3910-804: 45分</br>3910-809: 44分</br>3910-824: 44分</br>3910-813: 42分</br>3910-817: 42分</br>3910-810: 40分</br>,0,0,N/A,2026-03-15 18:02:53
77188,K11,8F,4507,40分鐘,1,4507-802: 41分</br>,0,0,N/A,2026-03-15 18:02:53
77199,K11,8F,3910,40分鐘,3,3910-820: 153分</br>3910-823: 87分</br>3910-815: 76分</br>,0,0,N/A,2026-03-15 18:41:42
77211,K11,8F,3910,40分鐘,2,3910-823: 108分</br>3910-815: 97分</br>,0,0,N/A,2026-03-15 19:02:53
77223,K11,8F,3910,40分鐘,1,3910-823: 48分</br>,0,0,N/A,2026-03-15 19:41:43
77240,K11,8F,3260,60分鐘,1,3260-A03: 75分</br>,5.5H,0,N/A,2026-03-15 20:41:43
77252,K11,8F,3260,60分鐘,1,3260-A03: 75分</br>,5.5H,0,N/A,2026-03-15 21:03:07
77262,K11,5F,3390,40分鐘,2,3390-K03: 51分</br>3390-K06: 42分</br>,40分鐘,0,N/A,2026-03-15 21:41:42
77295,K11,8F,3910,40分鐘,6,3910-823: 68分</br>3910-809: 67分</br>3910-812: 59分</br>3910-805: 45分</br>3910-801: 42分</br>3910-820: 40分</br>,0,0,N/A,2026-03-15 22:41:42
77307,K11,8F,3910,40分鐘,1,3910-809: 97分</br>,0,0,N/A,2026-03-15 23:11:44
77319,K11,8F,3910,40分鐘,1,3910-809: 127分</br>,0,0,N/A,2026-03-15 23:41:43
77324,K11,8F,3260,60分鐘,1,3260-A09: 71分</br>,5.5H,0,N/A,2026-03-16 00:11:45
77331,K11,8F,3910,40分鐘,1,3910-809: 157分</br>,0,0,N/A,2026-03-16 00:11:45
77343,K11,8F,3910,40分鐘,1,3910-809: 187分</br>,0,0,N/A,2026-03-16 00:41:43
77355,K11,8F,3910,40分鐘,1,3910-809: 210分</br>,0,0,N/A,2026-03-16 01:04:57
77358,K11,5F,3390,40分鐘,1,3390-409: 84分</br>,40分鐘,0,N/A,2026-03-16 01:41:42
77367,K11,8F,3910,40分鐘,1,3910-809: 247分</br>,0,0,N/A,2026-03-16 01:41:42
77370,K11,5F,3390,40分鐘,1,3390-409: 84分</br>,40分鐘,0,N/A,2026-03-16 02:03:13
77379,K11,8F,3910,40分鐘,1,3910-809: 269分</br>,0,0,N/A,2026-03-16 02:03:13
77382,K11,5F,3390,40分鐘,2,3390-411: 45分</br>3390-T02: 50分</br>,40分鐘,0,N/A,2026-03-16 02:41:43
77390,K25,8F,3260,60分鐘,2,3260-B01: 71分</br>3260-B09: 71分</br>,60分鐘,0,N/A,2026-03-16 02:41:43
77391,K11,8F,3910,40分鐘,1,3910-809: 307分</br>,0,0,N/A,2026-03-16 02:41:43
77394,K11,5F,3390,40分鐘,3,3390-411: 48分</br>3390-K03: 52分</br>3390-T02: 80分</br>,40分鐘,0,N/A,2026-03-16 03:11:45
77403,K11,8F,3910,40分鐘,1,3910-809: 337分</br>,0,0,N/A,2026-03-16 03:11:45
77406,K11,5F,3390,40分鐘,1,3390-T02: 110分</br>,40分鐘,0,N/A,2026-03-16 03:41:43
77408,K11,8F,3260,60分鐘,1,3260-A04: 67分</br>,5.5H,0,N/A,2026-03-16 03:41:43
77415,K11,8F,3910,40分鐘,1,3910-809: 367分</br>,0,0,N/A,2026-03-16 03:41:43
77418,K11,5F,3390,40分鐘,1,3390-T02: 110分</br>,40分鐘,0,N/A,2026-03-16 04:03:13
77420,K11,8F,3260,60分鐘,1,3260-A04: 67分</br>,5.5H,0,N/A,2026-03-16 04:03:13
77427,K11,8F,3910,40分鐘,1,3910-809: 389分</br>,0,0,N/A,2026-03-16 04:03:13
77438,K25,8F,3260,60分鐘,2,3260-B01: 64分</br>3260-B04: 64分</br>,60分鐘,0,N/A,2026-03-16 04:41:43
77439,K11,8F,3910,40分鐘,1,3910-809: 427分</br>,0,0,N/A,2026-03-16 04:41:43
77450,K25,8F,3260,60分鐘,2,3260-B01: 64分</br>3260-B04: 64分</br>,60分鐘,0,N/A,2026-03-16 05:03:13
77451,K11,8F,3910,40分鐘,1,3910-809: 449分</br>,0,0,N/A,2026-03-16 05:03:13
77454,K11,5F,3390,40分鐘,1,3390-409: 68分</br>,40分鐘,0,N/A,2026-03-16 05:41:44
77466,K11,5F,3390,40分鐘,1,3390-409: 68分</br>,40分鐘,0,N/A,2026-03-16 06:03:13
77478,K11,5F,3390,40分鐘,1,3390-411: 59分</br>,40分鐘,0,N/A,2026-03-16 06:41:42
77487,K11,8F,3910,40分鐘,1,3910-823: 43分</br>,0,0,N/A,2026-03-16 06:41:42
77490,K11,5F,3390,40分鐘,1,3390-411: 59分</br>,40分鐘,0,N/A,2026-03-16 07:03:13
77499,K11,8F,3910,40分鐘,2,3910-823: 64分</br>3910-820: 44分</br>,0,0,N/A,2026-03-16 07:03:13
77502,K11,5F,3390,40分鐘,1,3390-K03: 45分</br>,40分鐘,0,N/A,2026-03-16 07:41:43
77511,K11,8F,3910,40分鐘,2,3910-808: 60分</br>3910-823: 55分</br>,0,0,N/A,2026-03-16 07:41:43
77512,K11,8F,4507,40分鐘,1,4507-804: 59分</br>,0,0,N/A,2026-03-16 07:41:43
77514,K11,5F,3390,40分鐘,1,3390-K03: 45分</br>,40分鐘,0,N/A,2026-03-16 08:03:17
77523,K11,8F,3910,40分鐘,3,3910-808: 82分</br>3910-823: 77分</br>3910-820: 46分</br>,0,0,N/A,2026-03-16 08:03:17
77524,K11,8F,4507,40分鐘,1,4507-806: 44分</br>,0,0,N/A,2026-03-16 08:03:17
77526,K11,5F,3390,40分鐘,1,3390-K06: 51分</br>,40分鐘,0,N/A,2026-03-16 08:41:44
77528,K11,8F,3260,60分鐘,1,3260-A09: 63分</br>,5.5H,3,3260-A01: 464分</br>3260-A03: 381分</br>3260-A04: 368分</br>,2026-03-16 08:41:44
77538,K11,5F,3390,40分鐘,1,3390-K06: 51分</br>,40分鐘,0,N/A,2026-03-16 09:02:54
77540,K11,8F,3260,60分鐘,1,3260-A09: 63分</br>,5.5H,3,3260-A01: 464分</br>3260-A03: 381分</br>3260-A04: 368分</br>,2026-03-16 09:02:54
77598,K11,5F,3390,40分鐘,1,3390-T01: 43分</br>,40分鐘,0,N/A,2026-03-16 11:43:03
77600,K11,8F,3260,60分鐘,2,3260-A01: 65分</br>3260-A19: 73分</br>,5.5H,1,3260-A08: 397分</br>,2026-03-16 11:43:03
77612,K11,8F,3260,60分鐘,6,3260-A01: 93分</br>3260-A02: 75分</br>3260-A04: 63分</br>3260-A17: 66分</br>3260-A18: 85分</br>3260-A19: 101分</br>,5.5H,0,N/A,2026-03-16 12:11:43
77622,K11,5F,3390,40分鐘,1,3390-405: 41分</br>,40分鐘,0,N/A,2026-03-16 12:41:42
77624,K11,8F,3260,60分鐘,6,3260-A04: 93分</br>3260-A07: 82分</br>3260-A13: 89分</br>3260-A17: 95分</br>3260-A18: 115分</br>3260-A19: 131分</br>,5.5H,0,N/A,2026-03-16 12:41:42
77636,K11,8F,3260,60分鐘,6,3260-A04: 124分</br>3260-A07: 112分</br>3260-A13: 118分</br>3260-A15: 66分</br>3260-A18: 145分</br>3260-A19: 161分</br>,5.5H,1,3260-A09: 333分</br>,2026-03-16 13:11:41
77648,K11,8F,3260,60分鐘,7,3260-A04: 153分</br>3260-A07: 142分</br>3260-A08: 88分</br>3260-A15: 96分</br>3260-A16: 80分</br>3260-A18: 175分</br>3260-A19: 191分</br>,5.5H,1,3260-A09: 364分</br>,2026-03-16 13:41:42
77660,K11,8F,3260,60分鐘,5,3260-A07: 172分</br>3260-A08: 118分</br>3260-A16: 110分</br>3260-A18: 205分</br>3260-A22: 79分</br>,5.5H,0,N/A,2026-03-16 14:11:42
77670,K11,5F,3390,40分鐘,1,3390-405: 42分</br>,40分鐘,0,N/A,2026-03-16 14:41:44
77672,K11,8F,3260,60分鐘,3,3260-A08: 148分</br>3260-A14: 62分</br>3260-A22: 109分</br>,5.5H,0,N/A,2026-03-16 14:41:44
77682,K11,5F,3390,40分鐘,2,3390-405: 42分</br>3390-T02: 63分</br>,40分鐘,0,N/A,2026-03-16 15:11:42
77684,K11,8F,3260,60分鐘,2,3260-A09: 82分</br>3260-A21: 62分</br>,5.5H,0,N/A,2026-03-16 15:11:42
77694,K11,5F,3390,40分鐘,2,3390-405: 42分</br>3390-T02: 63分</br>,40分鐘,0,N/A,2026-03-16 15:33:26
77696,K11,8F,3260,60分鐘,2,3260-A09: 82分</br>3260-A21: 62分</br>,5.5H,0,N/A,2026-03-16 15:33:26
77703,K11,8F,3910,40分鐘,1,3910-825: 45分</br>,0,0,N/A,2026-03-16 15:33:26
77706,K11,5F,3390,40分鐘,1,3390-409: 115分</br>,40分鐘,0,N/A,2026-03-16 16:41:45
77720,K11,8F,3260,60分鐘,3,3260-A01: 67分</br>3260-A03: 114分</br>3260-A11: 110分</br>,5.5H,6,3260-A02: 375分</br>3260-A04: 363分</br>3260-A07: 352分</br>3260-A13: 358分</br>3260-A18: 385分</br>3260-A19: 401分</br>,2026-03-16 17:11:42
77742,K11,5F,3390,40分鐘,3,3390-411: 45分</br>3390-K06: 54分</br>3390-T01: 59分</br>,40分鐘,0,N/A,2026-03-16 18:11:42
77744,K11,8F,3260,60分鐘,3,3260-A01: 127分</br>3260-A03: 174分</br>3260-A11: 170分</br>,5.5H,9,3260-A02: 435分</br>3260-A04: 423分</br>3260-A07: 412分</br>3260-A08: 358分</br>3260-A13: 418分</br>3260-A15: 366分</br>3260-A16: 350分</br>3260-A18: 445分</br>3260-A19: 461分</br>,2026-03-16 18:11:42
77751,K11,8F,3910,40分鐘,1,3910-820: 45分</br>,0,0,N/A,2026-03-16 18:11:42
77756,K11,8F,3260,60分鐘,3,3260-A01: 157分</br>3260-A03: 204分</br>3260-A11: 200分</br>,5.5H,10,3260-A02: 465分</br>3260-A04: 453分</br>3260-A07: 442分</br>3260-A08: 388分</br>3260-A13: 448分</br>3260-A15: 396分</br>3260-A16: 380分</br>3260-A18: 475分</br>3260-A19: 491分</br>3260-A22: 349分</br>,2026-03-16 18:41:42
77768,K11,8F,3260,60分鐘,3,3260-A01: 187分</br>3260-A03: 235分</br>3260-A11: 229分</br>,5.5H,11,3260-A02: 495分</br>3260-A04: 483分</br>3260-A07: 472分</br>3260-A08: 418分</br>3260-A13: 479分</br>3260-A14: 331分</br>3260-A15: 426分</br>3260-A16: 410分</br>3260-A18: 505分</br>3260-A19: 499分</br>3260-A22: 379分</br>,2026-03-16 19:11:42
77790,K11,5F,3390,40分鐘,1,3390-T01: 59分</br>,40分鐘,0,N/A,2026-03-16 20:11:43
77792,K11,8F,3260,60分鐘,2,3260-A01: 247分</br>3260-A11: 289分</br>,5.5H,9,3260-A02: 555分</br>3260-A04: 543分</br>3260-A07: 532分</br>3260-A08: 478分</br>3260-A09: 382分</br>3260-A14: 391分</br>3260-A18: 565分</br>3260-A21: 362分</br>3260-A22: 439分</br>,2026-03-16 20:11:43
77802,K11,5F,3390,40分鐘,2,3390-409: 42分</br>3390-T01: 89分</br>,40分鐘,0,N/A,2026-03-16 20:41:44
77804,K11,8F,3260,60分鐘,1,3260-A01: 277分</br>,5.5H,7,3260-A04: 574分</br>3260-A07: 562分</br>3260-A08: 508分</br>3260-A09: 412分</br>3260-A14: 421分</br>3260-A18: 595分</br>3260-A21: 393分</br>,2026-03-16 20:41:44
77888,K11,8F,3260,60分鐘,1,3260-A09: 66分</br>,5.5H,2,3260-A01: 487分</br>3260-A11: 529分</br>,2026-03-17 00:11:43
77922,K11,5F,3390,40分鐘,2,3390-411: 43分</br>3390-K06: 41分</br>,40分鐘,0,N/A,2026-03-17 01:41:43
77934,K11,5F,3390,40分鐘,1,3390-411: 41分</br>,40分鐘,0,N/A,2026-03-17 02:11:43
77936,K11,8F,3260,60分鐘,1,3260-A11: 75分</br>,5.5H,0,N/A,2026-03-17 02:11:43
77946,K11,5F,3390,40分鐘,1,3390-411: 41分</br>,40分鐘,0,N/A,2026-03-17 02:34:53
77948,K11,8F,3260,60分鐘,1,3260-A11: 75分</br>,5.5H,0,N/A,2026-03-17 02:34:53
77960,K11,8F,3260,60分鐘,1,3260-A02: 101分</br>,5.5H,1,3260-A18: 355分</br>,2026-03-17 03:11:43
77996,K11,8F,3260,60分鐘,1,3260-A14: 83分</br>,5.5H,0,N/A,2026-03-17 04:41:43
78008,K11,8F,3260,60分鐘,2,3260-A17: 85分</br>3260-A18: 83分</br>,5.5H,0,N/A,2026-03-17 05:11:43
78020,K11,8F,3260,60分鐘,2,3260-A09: 71分</br>3260-A18: 114分</br>,5.5H,0,N/A,2026-03-17 05:41:43
78042,K11,5F,3390,40分鐘,1,3390-K03: 74分</br>,40分鐘,0,N/A,2026-03-17 06:41:43
78054,K11,5F,3390,40分鐘,2,3390-405: 55分</br>3390-409: 53分</br>,40分鐘,0,N/A,2026-03-17 07:11:43
78078,K11,5F,3390,40分鐘,2,3390-404: 41分</br>3390-T01: 61分</br>,40分鐘,0,N/A,2026-03-17 08:11:43
78164,K11,8F,3260,60分鐘,1,3260-A19: 62分</br>,5.5H,0,N/A,2026-03-17 11:41:42
78165,K11,8F,3670,45分鐘,1,3670-828: 61分</br>,45分鐘,2,3670-811: 46分</br>3670-817: 91分</br>,2026-03-17 11:41:42
78176,K11,8F,3260,60分鐘,1,3260-A03: 76分</br>,5.5H,0,N/A,2026-03-17 12:11:43
78177,K11,8F,3670,45分鐘,1,3670-828: 91分</br>,45分鐘,1,3670-811: 76分</br>,2026-03-17 12:11:43
78186,K11,5F,3390,40分鐘,1,3390-411: 47分</br>,40分鐘,0,N/A,2026-03-17 12:41:43
78188,K11,8F,3260,60分鐘,2,3260-A03: 106分</br>3260-A11: 82分</br>,5.5H,0,N/A,2026-03-17 12:41:43
78189,K11,8F,3670,45分鐘,1,3670-828: 121分</br>,45分鐘,2,3670-809: 46分</br>3670-811: 106分</br>,2026-03-17 12:41:43
78198,K11,5F,3390,40分鐘,6,3390-405: 43分</br>3390-409: 63分</br>3390-K03: 50分</br>3390-K06: 52分</br>3390-T01: 51分</br>3390-T02: 51分</br>,40分鐘,0,N/A,2026-03-17 13:11:42
78200,K11,8F,3260,60分鐘,3,3260-A02: 76分</br>3260-A03: 136分</br>3260-A11: 112分</br>,5.5H,0,N/A,2026-03-17 13:11:42
78201,K11,8F,3670,45分鐘,1,3670-828: 151分</br>,45分鐘,1,3670-811: 136分</br>,2026-03-17 13:11:42
78213,K11,8F,3670,45分鐘,1,3670-828: 181分</br>,45分鐘,2,3670-809: 46分</br>3670-811: 166分</br>,2026-03-17 13:41:43
78224,K11,8F,3260,60分鐘,1,3260-A08: 68分</br>,5.5H,0,N/A,2026-03-17 14:11:43
78225,K11,8F,3670,45分鐘,1,3670-828: 211分</br>,45分鐘,1,3670-811: 196分</br>,2026-03-17 14:11:43
78236,K11,8F,3260,60分鐘,1,3260-A08: 98分</br>,5.5H,0,N/A,2026-03-17 14:41:43
78237,K11,8F,3670,45分鐘,1,3670-828: 241分</br>,45分鐘,2,3670-809: 46分</br>3670-811: 226分</br>,2026-03-17 14:41:43
78248,K11,8F,3260,60分鐘,2,3260-A18: 287分</br>3260-A22: 61分</br>,5.5H,0,N/A,2026-03-17 15:11:43
78260,K11,8F,3260,60分鐘,1,3260-A16: 62分</br>,5.5H,0,N/A,2026-03-17 15:41:45
78272,K11,8F,3260,60分鐘,2,3260-A13: 80分</br>3260-A19: 61分</br>,5.5H,1,3260-A04: 335分</br>,2026-03-17 16:11:43
78273,K11,8F,3670,45分鐘,2,3670-828: 61分</br>3670-829: 61分</br>,45分鐘,2,3670-809: 316分</br>3670-811: 316分</br>,2026-03-17 16:11:43
78279,K11,8F,3910,40分鐘,1,3910-823: 41分</br>,0,0,N/A,2026-03-17 16:11:43
78284,K11,8F,3260,60分鐘,2,3260-A18: 65分</br>3260-A19: 91分</br>,5.5H,1,3260-A03: 346分</br>,2026-03-17 16:41:43
78296,K11,8F,3260,60分鐘,2,3260-A15: 66分</br>3260-A19: 122分</br>,5.5H,2,3260-A03: 377分</br>3260-A11: 353分</br>,2026-03-17 17:12:38
78321,K11,8F,3670,45分鐘,1,3670-829: 51分</br>,45分鐘,2,3670-817: 56分</br>3670-826: 46分</br>,2026-03-17 18:11:43
78332,K11,8F,3260,60分鐘,1,3260-A11: 69分</br>,5.5H,0,N/A,2026-03-17 18:41:43
78342,K11,5F,3390,40分鐘,1,3390-409: 43分</br>,40分鐘,0,N/A,2026-03-17 19:11:43
78345,K11,8F,3670,45分鐘,1,3670-828: 46分</br>,45分鐘,1,3670-829: 111分</br>,2026-03-17 19:11:43
78356,K11,8F,3260,60分鐘,1,3260-A17: 90分</br>,5.5H,0,N/A,2026-03-17 19:41:43
78452,K11,8F,3260,60分鐘,1,3260-A08: 77分</br>,5.5H,0,N/A,2026-03-17 23:41:44
78464,K11,8F,3260,60分鐘,1,3260-A01: 67分</br>,5.5H,0,N/A,2026-03-18 00:11:45
78471,K11,8F,3910,40分鐘,2,3910-815: 58分</br>3910-805: 49分</br>,0,0,N/A,2026-03-18 00:11:45
78474,K11,5F,3390,40分鐘,1,3390-T02: 49分</br>,40分鐘,0,N/A,2026-03-18 00:41:44
78480,K21,8F,3190,60分鐘,1,3190-A01: 188分</br>,60分鐘,0,N/A,2026-03-18 00:41:44
78483,K11,8F,3910,40分鐘,3,3910-815: 64分</br>3910-825: 62分</br>3910-805: 47分</br>,0,0,N/A,2026-03-18 00:41:44
78486,K11,5F,3390,40分鐘,1,3390-T02: 79分</br>,40分鐘,0,N/A,2026-03-18 01:11:43
78492,K21,8F,3190,60分鐘,1,3190-A01: 218分</br>,60分鐘,0,N/A,2026-03-18 01:11:43
78495,K11,8F,3910,40分鐘,2,3910-815: 94分</br>3910-805: 57分</br>,0,0,N/A,2026-03-18 01:11:43
78498,K11,5F,3390,40分鐘,1,3390-T02: 109分</br>,40分鐘,0,N/A,2026-03-18 01:41:44
78507,K11,8F,3910,40分鐘,1,3910-815: 76分</br>,0,0,N/A,2026-03-18 01:41:44
78510,K11,5F,3390,40分鐘,2,3390-405: 41分</br>3390-T02: 139分</br>,40分鐘,0,N/A,2026-03-18 02:11:43
78519,K11,8F,3910,40分鐘,1,3910-815: 106分</br>,0,0,N/A,2026-03-18 02:11:43
78525,K11,8F,3670,45分鐘,4,3670-809: 46分</br>3670-811: 66分</br>3670-828: 61分</br>3670-829: 71分</br>,45分鐘,0,N/A,2026-03-18 02:41:43
78531,K11,8F,3910,40分鐘,1,3910-815: 136分</br>,0,0,N/A,2026-03-18 02:41:43
78544,K11,8F,4507,40分鐘,3,4507-804: 60分</br>4507-806: 60分</br>4507-802: 42分</br>,0,0,N/A,2026-03-18 03:11:45
78546,K11,5F,3390,40分鐘,2,3390-405: 46分</br>3390-409: 58分</br>,40分鐘,0,N/A,2026-03-18 03:41:44
78556,K11,8F,4507,40分鐘,3,4507-804: 91分</br>4507-806: 91分</br>4507-802: 72分</br>,0,0,N/A,2026-03-18 03:41:44
78560,K11,8F,3260,60分鐘,1,3260-A08: 66分</br>,5.5H,0,N/A,2026-03-18 04:11:43
78568,K11,8F,4507,40分鐘,1,4507-804: 98分</br>,0,0,N/A,2026-03-18 04:11:43
78594,K11,5F,3390,40分鐘,2,3390-404: 45分</br>3390-405: 47分</br>,40分鐘,0,N/A,2026-03-18 05:41:43
78654,K11,5F,3390,40分鐘,1,3390-411: 41分</br>,40分鐘,0,N/A,2026-03-18 08:11:44
78666,K11,5F,3390,40分鐘,1,3390-411: 71分</br>,40分鐘,0,N/A,2026-03-18 08:41:42
78728,K11,8F,3260,60分鐘,1,3260-A03: 66分</br>,5.5H,0,N/A,2026-03-18 11:11:42
78846,K11,5F,3390,40分鐘,1,3390-411: 61分</br>,40分鐘,0,N/A,2026-03-18 16:11:42
78855,K11,8F,3910,40分鐘,2,3910-812: 50分</br>3910-819: 40分</br>,0,0,N/A,2026-03-18 16:11:42
78858,K11,5F,3390,40分鐘,2,3390-411: 54分</br>3390-K06: 52分</br>,40分鐘,0,N/A,2026-03-18 16:41:43
78860,K11,8F,3260,60分鐘,1,3260-A13: 73分</br>,5.5H,0,N/A,2026-03-18 16:41:43
78867,K11,8F,3910,40分鐘,3,3910-812: 80分</br>3910-819: 70分</br>3910-818: 65分</br>,0,0,N/A,2026-03-18 16:41:43
78879,K11,8F,3910,40分鐘,3,3910-812: 109分</br>3910-819: 99分</br>3910-818: 95分</br>,0,0,N/A,2026-03-18 17:11:43
